AcresBurned,Active,AdminUnit,AirTankers,ArchiveYear,CalFireIncident,Counties,CrewsInvolved,Dozers,Engines,Extinguished,Fatalities,Featured,Final,FuelType,Helicopters,Injuries,Latitude,Longitude,MajorIncident,Name,PercentContained,PersonnelInvolved,Public,Started,Status,StructuresDamaged,StructuresDestroyed,StructuresEvacuated,StructuresThreatened,Updated,WaterTenders
215.0,False,Klamath National Forest,,2018,False,['Siskiyou'],,,,2019-01-04 09:56:00,,False,True,,,,41.085,-123.051,False,Petersburg Fire,100.0,,True,2018-07-01 18:13:00,Finalized,,,,,2019-01-04 09:56:00,
215.0,False,CAL FIRE San Benito-Monterey Unit,,2018,True,['San Benito'],,,,2019-01-04 10:07:00,,False,True,,,,36.37532,-120.862579,False,Beaver Fire,100.0,,True,2018-06-12 15:06:00,Finalized,,,,,2019-01-04 10:07:00,
207.0,False,CAL FIRE San Diego Fire Authority,,2018,True,['San Diego'],,,,2019-01-04 09:31:00,,False,True,,,,33.41476,-117.24044,True,Rock Fire,100.0,,True,2018-07-28 15:14:00,Finalized,,,,,2019-01-04 09:31:00,
205.0,False,Bureau of Indian Affairs - CAL FIRE / Riverside County Fire,,2018,True,['Riverside'],,,,2019-01-04 09:33:00,,False,True,,,,33.571763,-116.500058,False,Ribbon Fire,100.0,,True,2018-07-26 10:12:00,Finalized,,,,,2019-01-04 09:33:00,
200.0,False,Kern County Fire,,2018,True,['Kern'],,,,2019-01-04 09:06:00,,False,True,,,,34.91482,-118.92485,False,Water Fire,100.0,,True,2018-09-12 11:25:00,Finalized,,,,,2019-01-04 09:06:00,
200.0,False,CAL FIRE Madera-Mariposa-Merced ,,2018,True,['Merced'],,,,2019-01-04 10:10:00,,False,True,,,,37.33924,-120.24315,False,Bear Fire,100.0,,True,2018-06-07 18:04:00,Finalized,,,,,2019-01-04 10:10:00,
191.0,False,CAL FIRE Butte Unit/Butte County Fire Department,,2018,True,['Butte'],,,,2019-01-04 09:56:00,,False,True,,,,39.491737,-121.637759,False,Par Fire,100.0,,True,2018-07-04 13:30:00,Finalized,,,,,2019-01-04 09:56:00,
186.0,False,Ventura County Fire Department,,2018,True,['Ventura'],,,,2019-01-04 08:46:00,,False,True,,,,34.26734825,-118.64381589,False,Peak Fire,100.0,,True,2018-11-12 10:06:00,Finalized,,,,,2019-01-04 08:46:00,
185.0,False,CAL FIRE Madera-Mariposa-Merced ,,2018,True,['Merced'],,,,2019-01-04 10:04:00,,False,True,,,,37.05876,-121.176354,False,Dinosaur Fire,100.0,,True,2018-06-17 15:09:00,Finalized,,,,,2019-01-04 10:04:00,
175.0,False,Los Angeles County,,2018,False,['Los Angeles'],,,,2019-01-04 10:08:00,,False,True,,,,37.97638,-122.5275,False,South Fire,100.0,,True,2018-06-09 14:45:00,Finalized,,,,,2019-01-04 10:08:00,
175.0,False,Orange County Fire,,2018,True,['Orange'],,,,2019-01-04 10:19:00,,False,True,,,,33.55132,-117.72044,False,Aliso Fire,100.0,,True,2018-06-02 13:07:00,Finalized,,,,,2019-01-04 10:19:00,
172.0,False,Los Padres National Forest,,2018,False,['Santa Barbara'],,,,2019-01-04 09:12:00,,False,True,,,,34.576944,-119.61416,False,Ogilvy Fire,100.0,,True,2018-09-01 14:22:00,Finalized,,,,,2019-01-04 09:12:00,
170.0,False,Tehama County Fire Department,,2018,False,['Tehama'],,,,2019-01-04 10:02:00,,False,True,,,,40.12791,-122.19792,False,Sierra Fire,100.0,,True,2018-06-23 13:15:00,Finalized,,,,,2019-01-04 10:02:00,
167.0,False,CAL FIRE San Benito - Monterey Unit,,2018,True,['Monterey'],,,,2019-01-04 08:54:00,,False,True,,,,36.18401,-120.69955,False,Priest Fire,100.0,,True,2018-10-13 14:43:00,Finalized,,,,,2019-01-04 08:54:00,
167.0,False,CAL FIRE Lassen-Modoc Unit / Lassen National Forest,,2018,True,['Lassen'],,,,2019-01-04 09:35:00,,False,True,,,1.0,40.34822,-120.82497,True,Roxie Fire (Formerly 1-1 Fire),100.0,,True,2018-07-24 16:02:00,Finalized,,,,,2019-01-04 09:35:00,
166.0,False,Angeles National Forest,,2018,False,['Los Angeles'],,,,2019-01-04 09:05:00,,False,True,,,,34.2325,-117.846111,False,Fork Fire,100.0,,True,2018-09-09 12:10:00,Finalized,,,,,2019-01-04 09:05:00,
163.0,False,CAL FIRE Tuolumne-Calaveras Unit,,2018,True,['Tuolumne'],,,,2019-01-04 10:01:00,,False,True,,,,37.80785,-120.30187,True,Flat Fire,100.0,,True,2018-06-24 13:54:00,Finalized,,,,,2019-01-04 10:01:00,
160.0,False,Solano County Fire Protection District,,2018,False,['Solano'],,,,2019-01-04 08:55:00,,False,True,,,,38.45673,-121.94658,False,Winters Fire,100.0,,True,2018-10-12 11:21:00,Finalized,,,,,2019-01-04 08:55:00,
155.0,False,CAL FIRE Shasta-Trinity Unit,,2018,True,['Shasta'],,,,2019-01-04 09:16:00,,False,True,,,,40.36888889,-122.89055556,False,Gorge Fire,100.0,,True,2018-08-19 07:32:00,Finalized,,,,,2019-01-04 09:16:00,
155.0,False,Orange County Fire,,2018,True,['Orange'],,,,2019-01-04 10:08:00,,False,True,,,,33.787838,-117.746625,False,Santiago Fire,100.0,,True,2018-06-11 17:04:00,Finalized,,,,,2019-01-04 10:08:00,
154.0,False,CAL FIRE / Riverside County Fire,,2018,True,['Riverside'],,,,2019-01-04 10:07:00,,False,True,,,,33.925862,-117.654299,False,Euclid Fire,100.0,,True,2018-06-12 14:22:00,Finalized,,,,,2019-01-04 10:07:00,
152.0,False,Marin County Fire,,2018,True,['Marin'],,,,2019-01-04 09:05:00,,False,True,,,,38.02447,-122.727,True,Irving Fire,100.0,,True,2018-09-10 19:00:00,Finalized,,,,,2019-01-04 09:05:00,
150.0,False,Ventura County Fire Department,,2018,True,['Ventura'],,,,2019-01-04 08:44:00,,False,True,,,,34.30166667,-119.09916667,False,Briggs Fire,100.0,,True,2018-11-15 01:39:00,Finalized,,,,,2019-01-04 08:44:00,
150.0,False,Fort Hunter Liggett Military Reservation,,2018,False,['Monterey'],,,,2019-01-04 08:57:00,,False,True,,,,35.97677,-121.24898,False,Nacimiento Fire,100.0,,True,2018-10-02 12:32:00,Finalized,,,,,2019-01-04 08:57:00,
150.0,False,CAL FIRE Amador-El Dorado Unit,,2018,True,['El Dorado'],12.0,1.0,30.0,2019-01-04 09:09:00,,False,True,,2.0,,38.94388,-120.92611,True,Sliger Fire,100.0,,True,2018-09-04 15:03:00,Finalized,,,,,2019-01-04 09:09:00,5.0
147.0,False,Rialto Fire Department,,2018,False,['San Bernardino'],,,,2019-01-04 08:45:00,,False,True,,,,34.18075,-117.43184,False,Sierra Fire,100.0,,True,2018-11-13 08:19:00,Finalized,,,,,2019-01-04 08:45:00,
136.0,False,CAL FIRE Tuolumne-Calaveras Unit,,2018,True,['Calaveras'],,,,2019-01-04 09:24:00,,False,True,,,,38.08424,-120.46078,False,Parrots Fire,100.0,,True,2018-08-05 04:19:00,Finalized,,,,,2019-01-04 09:24:00,
135.0,False,CAL FIRE Sonoma-Lake-Napa Unit,,2018,True,['Napa'],,,,2019-01-04 09:30:00,,False,True,,,,38.51943,-122.18353,True,Steele Fire,100.0,,True,2018-07-28 16:30:00,Finalized,4.0,8.0,,,2019-01-04 09:30:00,
128.0,False,Los Angeles County Fire Department ,,2018,True,['Los Angeles'],,,,2019-01-04 09:37:00,,False,True,,,,34.38039,-118.60441,False,Pico Fire,100.0,,True,2018-07-23 12:55:00,Finalized,,,,,2019-01-04 09:37:00,
127.0,False,Mendocino National Forest ,,2018,False,['Glenn'],,,,2019-01-04 10:19:00,,False,True,,,,39.46543,-122.65582,False,Open Fire,100.0,,True,2018-06-01 15:20:00,Finalized,,,,,2019-01-04 10:19:00,
127.0,False,CAL FIRE Siskiyou Unit,,2018,True,['Siskiyou'],,,,2019-01-04 10:25:00,,False,True,,,,41.65935,-122.48556,False,Shastina Fire,100.0,,True,2018-05-09 18:11:00,Finalized,,,,,2019-01-04 10:25:00,
125.0,False,San Bernardino National Forest/San Bernardino County Fire,,2018,False,['San Bernardino'],,,,2019-01-04 09:12:00,,False,True,,,,34.15475,-117.244366,False,Sterling,100.0,,True,2018-08-31 17:58:00,Finalized,,,,,2019-01-04 09:12:00,
120.0,False,CAL FIRE Tulare Unit,,2018,True,['Tulare'],,,,2019-01-04 08:51:00,,False,True,,,,36.47766,-119.10433,False,Market Fire,100.0,,True,2018-10-24 12:18:00,Finalized,,,,,2019-01-04 08:51:00,
117.0,False,USFS Plumas National Forest ,,2018,False,['Plumas'],,,,2019-01-04 09:22:00,,False,True,,,,39.996944,-121.27,False,Murphy Fire,100.0,,True,2018-08-07 02:11:00,Finalized,,,,,2019-01-04 09:22:00,
116.0,False,CAL FIRE San Benito-Monterey,,2018,True,['San Benito'],,,,2019-01-04 09:49:00,,False,True,,,,36.59036,-120.82355,False,Idria Fire,100.0,,True,2018-07-12 12:57:00,Finalized,,,,,2019-01-04 09:49:00,
116.0,False,CAL FIRE Santa Clara Unit,,2018,True,['Santa Clara'],,,,2019-01-04 09:54:00,,False,True,,,,37.06367,-121.53586,False,Bridle Fire,100.0,,True,2018-07-06 10:40:00,Finalized,,,,,2019-01-04 09:54:00,
115.0,False,CAL FIRE Madera-Mariposa-Merced Unit,,2018,True,['Mariposa'],,,,2019-01-04 10:04:00,,False,True,,,,37.707234,-120.199162,True,Wheeler Fire,100.0,,True,2018-06-18 12:30:00,Finalized,,,,,2019-01-04 10:04:00,
114.0,False,Kern County Fire ,,2018,True,['Kern'],,,,2019-01-04 09:17:00,,False,True,,,,35.56888889,-118.80138889,False,Pine Fire,100.0,,True,2018-08-16 16:06:00,Finalized,,,,,2019-01-04 09:17:00,
113.0,False,Santa Barbara County Fire,,2018,True,['Santa Barbara'],,,,2019-01-04 09:54:00,,False,True,,,,34.463889,-119.831389,True,Holiday Fire,100.0,,True,2018-07-06 20:40:00,Finalized,,,,,2019-01-04 09:54:00,
110.0,False,Santa Barbara County Fire,,2018,True,['Santa Barbara'],,,,2019-01-04 09:38:00,,False,True,,,,34.62412,-120.22298,False,Windmill Fire,100.0,,True,2018-07-20 14:23:00,Finalized,,,,,2019-01-04 09:38:00,
108.0,False,CAL FIRE Fresno-Kings Unit,,2018,True,['Fresno'],,,,2019-01-04 10:22:00,,False,True,,,,36.75581,-119.42172,False,Cobble Fire,100.0,,True,2018-05-26 14:52:00,Finalized,,,,,2019-01-04 10:22:00,
106.0,False,CAL FIRE Mendocino Unit,,2018,True,['Mendocino'],,,,2019-01-04 09:26:00,,False,True,,,,38.8802,-123.0496,False,Western Fire,100.0,,True,2018-08-01 15:53:00,Finalized,,,,,2019-01-04 09:26:00,
103.0,False,CAL FIRE Sonoma-Lake-Napa Unit,,2018,True,['Lake'],,,,2019-01-04 09:14:00,,False,True,,,,39.02017,-122.57496,False,Cache Fire,100.0,,True,2018-08-26 18:04:00,Finalized,,,,,2019-01-04 09:14:00,
103.0,False,CAL FIRE Tehama-Glenn Unit,,2018,True,['Tehama'],,,,2019-01-04 10:24:00,,False,True,,,,40.31759,-122.21032,False,Jelly Fire,100.0,,True,2018-05-18 16:37:00,Finalized,,,,,2019-01-04 10:24:00,
100.0,False, San Diego Fire-Rescue Department,,2018,False,['San Diego'],,,,2019-01-04 09:19:00,,False,True,,,,33.0971179,-117.0242529,False,Cloverdale Fire,100.0,,True,2018-08-13 14:58:00,Finalized,,,,,2019-01-04 09:19:00,
100.0,False,CAL FIRE Tulare Unit,,2018,True,['Tulare'],,,,2019-01-04 09:33:00,,False,True,,,,36.21634,-118.82989,False,Balch Fire,100.0,,True,2018-07-27 12:14:00,Finalized,,,,,2019-01-04 09:33:00,
100.0,False,San Bernardino National Forest ,,2018,False,['San Bernardino'],,,,2019-01-04 09:55:00,,False,True,,,,34.22526,-117.40967,False,Box Fire,100.0,,True,2018-07-06 09:36:00,Finalized,,,,,2019-01-04 09:55:00,
100.0,False,CAL FIRE San Luis Obispo Unit,,2018,True,['San Luis Obispo'],,,,2019-01-04 10:22:00,,False,True,,,,35.56922,-120.12441,False,Water Fire,100.0,,True,2018-05-24 10:43:00,Finalized,,,,,2019-01-04 10:22:00,
96.0,False,Fort Hunter Liggett,,2018,False,['Monterey'],,,,2019-01-04 10:08:00,,False,True,,,,35.9352,-121.11936,False,Sam Fire,100.0,,True,2018-06-09 15:31:00,Finalized,,,,,2019-01-04 10:08:00,
95.0,False,CAL FIRE Kern County Fire,,2018,True,['Kern'],,,,2019-01-04 09:57:00,,False,True,,,,35.1234,-118.72905,False,Sheep Fire,100.0,,True,2018-06-29 17:53:00,Finalized,,,,,2019-01-04 09:57:00,
90.0,False,CAL FIRE Mendocino Unit,,2018,True,['Mendocino'],,,,2019-01-04 09:55:00,,False,True,,,,39.038859,-123.38493,False,Peach Fire ,100.0,,True,2018-07-05 15:12:00,Finalized,,,,,2019-01-04 09:55:00,
89.0,False,CAL FIRE Lassen-Modoc Unit,,2018,True,['Lassen'],,,,2019-01-04 09:42:00,,False,True,,,,40.94666,-121.27049,False,3-16 Fire,100.0,,True,2018-07-15 18:54:00,Finalized,,,,,2019-01-04 09:42:00,
88.0,False,CAL FIRE Lassen - Modoc Unit,,2018,False,['Lassen'],,,,2019-01-04 08:47:00,,False,True,,,,40.83116,-120.19336,False,Horn Fire,100.0,,True,2018-11-08 11:25:00,Finalized,,,,,2019-01-04 08:47:00,
88.0,False,USFS Sierra National Forest ,,2018,False,['Madera'],,,,2019-01-04 09:13:00,,False,True,,,,37.179167,-119.431667,False,Redinger Fire,100.0,,True,2018-08-27 23:19:00,Finalized,,,,,2019-01-04 09:13:00,
88.0,False,CAL FIRE Mariposa-Madera-Merced Unit,,2018,True,['Merced'],,,,2019-01-04 10:24:00,,False,True,,,,37.056944,-121.01638,False,Plaza Fire,100.0,,True,2018-05-20 13:07:00,Finalized,,,,,2019-01-04 10:24:00,
80.0,False,CAL FIRE San Luis Obispo Unit,,2018,True,['San Luis Obispo'],,,,2019-01-04 08:58:00,,False,True,,,,-120.258,-120.258,False,Shandon Fire,100.0,,True,2018-09-29 09:30:00,Finalized,,,,,2019-01-04 08:58:00,
80.0,False,CAL FIRE Sonoma-Lake-Napa Unit,,2018,True,['Lake'],,,,2019-01-04 09:51:00,,False,True,,,,39.06715,-122.59789,False,Spring 2 Fire,100.0,,True,2018-07-09 16:46:00,Finalized,,,,,2019-01-04 09:51:00,
80.0,False,CAL FIRE Tuolumne-Calaveras Unit,,2018,True,['Calaveras'],,,,2019-01-04 10:01:00,,False,True,,,,37.95766,-120.68902,True,Horse Fire,100.0,,True,2018-06-24 15:28:00,Finalized,,,,,2019-01-04 10:01:00,
77.0,False,Santa Barbara County Fire,,2018,True,['Santa Barbara'],,,,2019-01-04 09:40:00,,False,True,,,,34.54305556,-120.31805556,False,Cruces Fire,100.0,,True,2018-07-18 11:55:00,Finalized,,,,,2019-01-04 09:40:00,
76.0,False,CAL FIRE Shasta-Trinity Unit,,2018,True,['Shasta'],,,,2019-01-04 08:58:00,,False,True,,,,40.5939,-122.17173,True,Silver Fire,100.0,,True,2018-09-28 14:44:00,Finalized,,1.0,,,2019-01-04 08:58:00,
76.0,False,CAL FIRE Fresno-Kings Unit,,2018,True,['Fresno'],,,,2019-01-04 09:59:00,,False,True,,,,36.696879,-119.304499,False,Anchor Fire,100.0,,True,2018-06-27 12:39:00,Finalized,,,,,2019-01-04 09:59:00,
75.0,False,CAL FIRE Sonoma-Lake-Napa Unit,,2018,True,['Colusa'],,,,2019-01-04 09:56:00,,False,True,,,,39.2976,-122.512012,True,Stony Fire,100.0,,True,2018-07-04 13:14:00,Finalized,,,,,2019-01-04 09:56:00,
75.0,False,CAL FIRE Tehama-Glenn Unit,,2018,True,['Glenn'],,,,2019-01-04 10:21:00,,False,True,,,,39.65578,-122.58666,False,Chrome Fire,100.0,,True,2018-05-28 17:33:00,Finalized,,,,,2019-01-04 10:21:00,
73.0,False,CAL FIRE / Riverside County Fire,,2018,True,['Riverside'],,,,2019-01-04 10:26:00,,False,True,,,,33.67815,-117.32281,False,Main Fire,100.0,,True,2018-04-28 14:26:00,Finalized,,,,,2019-01-04 10:26:00,
70.0,False,Unitied Command: CAL FIRE & San Jose City Fire Department,,2018,True,['Santa Clara'],,,,2019-01-04 09:50:00,,False,True,,,,37.22545,-121.79189,False,Curie Fire,100.0,,True,2018-07-10 15:08:00,Finalized,,,,,2019-01-04 09:50:00,
70.0,False,CAL FIRE Santa Clara Unit,,2018,True,['Santa Clara'],,,,2019-01-04 09:57:00,,False,True,,,,37.66074,-121.67144,False,Tesla Fire,100.0,,True,2018-06-29 20:59:00,Finalized,,,,,2019-01-04 09:57:00,
70.0,False,CAL FIRE Tehama-Glenn Unit,,2018,True,['Tehama'],,,,2019-01-04 10:07:00,,False,True,,,,40.394073,-122.135924,False,Spring Fire,100.0,,True,2018-06-13 21:06:00,Finalized,,,,,2019-06-27 08:39:04,
70.0,False,CAL FIRE/ Riverside County Fire,,2018,True,['Riverside'],,,,2019-01-04 10:26:00,,False,True,,,,33.504964,-117.148204,False,Tornado Fire,100.0,,True,2018-05-04 14:48:00,Finalized,,,,,2019-01-04 10:26:00,
68.0,False,CAL FIRE Madera-Mariposa-Merced Unit,,2018,True,['Merced'],,,,2019-01-04 10:00:00,,False,True,,,,37.08529,-121.09354,False,Romero Fire,100.0,,True,2018-06-24 16:11:00,Finalized,,,,,2019-01-04 10:00:00,
67.0,False,CAL FIRE Amador - El Dorado Unit,,2018,True,['El Dorado'],,,1.0,2019-01-04 09:28:00,,False,True,,,,38.645,-120.874167,True,Bumper Fire,100.0,,True,2018-08-01 13:57:00,Finalized,,,,,2019-01-04 09:28:00,
67.0,False,CAL FIRE Mendocino Unit,,2018,True,['Mendocino'],,,,2019-01-04 09:37:00,,False,True,,,,39.279833,-123.258319,False,Heart Fire,100.0,,True,2018-07-21 16:22:00,Finalized,,,,,2019-01-04 09:37:00,
66.0,False,CAL FIRE Amador - El Dorado Unit,,2018,True,['El Dorado'],,,1.0,2019-01-04 09:27:00,,False,True,,,,38.82128,-121.03918,True,Omega Fire,100.0,,True,2018-08-01 14:40:00,Finalized,3.0,2.0,,,2019-01-04 09:27:00,
64.0,False,CAL FIRE San Benito-Monterey,,2018,True,['San Benito'],,,,2019-01-04 10:13:00,,False,True,,,,36.64832,-121.03253,False,Panoche Fire,100.0,,True,2018-06-04 23:17:00,Finalized,,,,,2019-01-04 10:13:00,
63.0,False,CAL FIRE Santa Clara Unit/San Jose City Fire & South Santa Clara County FPD,,2018,False,['Santa Clara'],,,,2019-01-04 08:57:00,,False,True,,,,37.1769444,-121.68694444,False,Park Fire,100.0,,True,2018-10-07 12:57:00,Finalized,,,,,2019-01-04 08:57:00,
63.0,False,CAL FIRE Shasta-Trinity Unit,,2018,True,['Shasta'],4.0,,7.0,2019-01-04 09:38:00,,False,True,,,,40.741186,-122.649626,True,Highland Fire,100.0,98.0,True,2018-07-20 13:26:00,Finalized,,,,,2019-01-04 09:38:00,4.0
63.0,False,CAL FIRE / Riverside County Fire,,2018,True,['Riverside'],,,,2019-01-04 09:56:00,,False,True,,,,33.56349,-116.732032,False,Benton Fire,100.0,,True,2018-07-04 14:20:00,Finalized,,,,,2019-01-04 09:56:00,
63.0,False,Klamath National Forest,,2018,False,['Siskiyou'],,,,2019-01-04 09:59:00,,False,True,,,,41.83359,-122.99272,False,Cherry Fire,100.0,,True,2018-06-27 19:46:00,Finalized,,,,,2019-01-04 09:59:00,
63.0,False,CAL FIRE Santa Clara Unit,,2018,True,['Stanislaus'],,,,2019-01-04 10:21:00,,False,True,,,,37.32744,-121.10903,False,Stuhr Fire,100.0,,True,2018-05-29 12:58:00,Finalized,,,,,2019-01-04 10:21:00,
62.0,False,Kern County Fire Department,,2018,True,['Kern'],,,,2019-01-04 09:54:00,,False,True,,,,34.86022,-118.87881,False,Lebec Fire,100.0,,True,2018-07-08 13:38:00,Finalized,,,,,2019-01-04 09:54:00,
62.0,False,Los Padres National Forest,,2018,False,['Los Angeles'],,,,2019-01-04 10:01:00,,False,True,,,,34.53765,-118.75495,False,Canyon Fire,100.0,,True,2018-06-23 19:39:00,Finalized,,,,,2019-01-04 10:01:00,
62.0,False,CAL FIRE Amador - El Dorado Unit,,2018,True,['San Joaquin'],,,,2019-01-04 10:08:00,,False,True,,,,38.24033,-121.09199,False,Liberty Fire,100.0,,True,2018-06-11 12:16:00,Finalized,,,,,2019-01-04 10:08:00,
60.0,False,CAL FIRE Tehama - Glenn Unit,,2018,True,['Tehama'],,,,2019-01-04 08:50:00,,False,True,,,,40.346652,-122.308479,False,Adams Fire,100.0,,True,2018-11-05 10:17:00,Finalized,,,,,2019-01-04 08:50:00,
60.0,False,CAL FIRE Sonoma-Lake-Napa Unit,,2018,True,['Lake'],,,,2019-01-04 09:12:00,,False,True,,,,38.8275,-122.3625,False,Grade Fire,100.0,,True,2018-08-30 15:44:00,Finalized,,,,,2019-01-04 09:12:00,
60.0,False,CAL FIRE Madera-Mariposa-Merced ,,2018,True,['Madera'],,,,2019-01-04 10:06:00,,False,True,,,,37.14663,-119.91223,False,Raymond Fire,100.0,,True,2018-06-15 11:46:00,Finalized,,,,,2019-01-04 10:06:00,
60.0,False,CAL FIRE San Luis Obispo Unit,,2018,True,['San Luis Obispo'],,,,2019-01-04 10:06:00,,False,True,,,,35.58354,-120.624135,False,Creston FIre,100.0,,True,2018-06-14 17:23:00,Finalized,,,,,2019-01-04 10:06:00,
60.0,False,CAL FIRE San Luis Obispo Unit,,2018,True,['San Luis Obispo'],,,,2019-01-04 10:07:00,,False,True,,,,35.663607,-120.670311,False,Vista Fire,100.0,,True,2018-06-13 12:38:00,Finalized,,,,,2019-01-04 10:07:00,
60.0,False,Santa Barbara County Fire,,2018,True,['Santa Barbara'],,,,2019-01-04 10:25:00,,False,True,,,,34.74245,-120.18236,False,Happy Fire,100.0,,True,2018-05-17 12:53:00,Finalized,,,,,2019-01-04 10:25:00,
59.0,False,CAL FIRE San Diego Unit,,2018,True,['San Diego'],,,,2019-01-04 10:23:00,,False,True,,,,33.35505,-117.03134,False,Agua Fire,100.0,,True,2018-05-22 14:13:00,Finalized,,,,,2019-01-04 10:23:00,
58.0,False,CAL FIRE San Luis Obispo Unit,,2018,True,['San Luis Obispo'],,,,2019-01-04 08:52:00,,False,True,,,,35.17693,-120.48861,False,Camino Fire,100.0,,True,2018-10-19 14:10:00,Finalized,,,,,2019-01-04 08:52:00,
56.0,False,CAL FIRE Lassen-Modoc Unit,,2018,True,['Lassen'],,,,2019-01-04 09:44:00,,False,True,,,,40.95234,-121.21597,False,3-10 Fire,100.0,,True,2018-07-15 11:55:00,Finalized,,,,,2019-01-04 09:44:00,
56.0,False,CAL FIRE Santa Clara Unit,,2018,True,['Contra Costa'],,,,2019-01-04 09:53:00,,False,True,,,,37.79718,-121.85311,False,Bruce Fire,100.0,,True,2018-07-08 16:45:00,Finalized,,,,,2019-01-04 09:53:00,
56.0,False,CAL FIRE Madera-Mariposa-Merced Unit,,2018,True,['Madera'],,,,2019-01-04 10:23:00,,False,True,,,,37.0979,-119.75307,True,Experimental Fire,100.0,,True,2018-05-23 14:30:00,Finalized,,,,,2019-01-04 10:23:00,
53.0,False,San Bernardino National Forest,,2018,False,['San Bernardino'],,,,2019-01-04 09:00:00,,False,True,,,,34.24138,-117.42431,True,Keenbrook Fire,100.0,,True,2018-09-26 10:56:00,Finalized,,,,,2019-01-04 09:00:00,
53.0,False,CAL FIRE Lassen-Modoc Unit,,2018,True,['Lassen'],,,,2019-01-04 09:03:00,,False,True,,,,40.33642,-120.93005,False,Copper Fire,100.0,,True,2018-09-22 14:41:00,Finalized,,,,,2019-01-04 09:03:00,
53.0,False,CAL FIRE Madera-Mariposa-Merced ,,2018,True,['Mariposa'],,,,2019-01-04 10:05:00,,False,True,,,,37.47677,-119.84299,True,Boyer Fire,100.0,,True,2018-06-15 13:37:00,Finalized,,1.0,,,2019-01-04 10:05:00,
52.0,False,US Forest Service - Modoc National Forest,,2018,False,['Modoc'],,,,2019-01-04 09:46:00,,False,True,,,,41.50105,-120.61108,False,Kelley Fire,100.0,,True,2018-07-14 20:46:00,Finalized,,,,,2019-01-04 09:46:00,
51.0,False,CAL FIRE San Luis Obispo Unit,,2018,True,['San Luis Obispo'],,,,2019-01-04 09:04:00,,False,True,,,,35.30151,-120.64398,False,Reservoir Fire,100.0,,True,2018-09-16 08:34:00,Finalized,,,,,2019-01-04 09:04:00,
51.0,False,CAL FIRE Shasta-Trinity Unit,,2018,True,['Shasta'],7.0,,24.0,2019-01-04 09:36:00,,False,True,,,,40.824,-121.90215,True,Crestline Fire,100.0,192.0,True,2018-07-24 15:24:00,Finalized,,,,,2019-01-04 09:36:00,6.0
51.0,False,CAL FIRE Santa Clara Unit,,2018,True,['Santa Clara'],,,,2019-01-04 09:51:00,,False,True,,,,37.163594,-121.702547,False,Hale Fire,100.0,,True,2018-07-10 16:45:00,Finalized,,,,,2019-01-04 09:51:00,
50.0,False,CAL FIRE Lake-Napa Unit,,2018,True,['Lake'],,,,2019-01-04 09:38:00,,False,True,,,,38.91152,-122.86854,True,Carder Fire,100.0,,True,2018-07-21 14:40:00,Finalized,,,,,2019-01-04 09:38:00,
50.0,False,CAL FIRE Tehama-Glenn Unit,,2018,True,['Tehama'],,,,2019-01-04 09:43:00,,False,True,,,,40.27754,-122.11375,False,Tuscan Fire,100.0,,True,2018-07-15 17:15:00,Finalized,,,,,2019-01-04 09:43:00,
50.0,False,Fort Hunter Liggett Military Base,,2018,False,['Monterey'],,,,2019-01-03 09:43:00,,False,True,,,,35.96689,-121.28185,False,Haycamp Fire,100.0,,True,2018-02-07 15:53:00,Finalized,,,,,2019-01-03 09:43:00,
48.0,False,CAL FIRE Santa Clara Unit,,2018,True,['Alameda'],,,,2019-01-04 09:14:00,,False,True,,,,37.69926,-122.02805,False,Castro Fire,100.0,,True,2018-08-26 14:23:00,Finalized,,,,,2019-01-04 09:14:00,
45.0,False,Moraga-Olinda Fire District ,,2018,False,['Contra Costa'],,,,2019-01-04 09:57:00,,False,True,,,,37.86339,-122.12351,False,Buckingham Fire,100.0,,True,2018-07-02 14:25:00,Finalized,,,,,2019-01-04 09:57:00,
45.0,False,Marin County Fire,,2018,False,['Marin'],,,,2019-01-04 09:22:00,,False,True,,,,38.07135,-122.76751,False,Bridge Fire,100.0,,True,1969-12-31 16:00:00,Finalized,,,,,2019-01-04 09:22:00,
